created_at,sentimental_value,sentiment_value_r,hashtags
Thu Jun 11 11:03:33 +0000 2020,-0.045833333,-1,nan
Thu Jun 11 11:03:34 +0000 2020,0.332919034,1,nan
Thu Jun 11 14:02:57 +0000 2020,0.025,1,LifelineLaboratory Arthritis ArthritisRelief RoutineTest HealthCheckup
Thu Jun 11 13:58:21 +0000 2020,0,0,nan
Thu Jun 11 13:55:29 +0000 2020,0.35,1,nan
Thu Jun 11 13:35:34 +0000 2020,0.2,1,nan
Thu Jun 11 12:25:44 +0000 2020,-0.09765625,-1,sec saveetha
Thu Jun 11 12:48:28 +0000 2020,0,0,nan
Thu Jun 11 13:56:59 +0000 2020,0.113333333,1,staysafe StayHome voiceofladakh
Thu Jun 11 13:52:20 +0000 2020,0.416666667,1,nan
Thu Jun 11 15:52:45 +0000 2020,-0.1125,-1,nan
Thu Jun 11 15:54:47 +0000 2020,-0.05,-1,coronavirus indiafightscorona covid19 biharfightscorona
Thu Jun 11 14:54:31 +0000 2020,-0.2,-1,meal COVID19
Thu Jun 11 15:22:51 +0000 2020,0.4,1,createathome COVID19 CORONA homequarantine lockdown2020 responsibility streetphotography
Thu Jun 11 16:30:37 +0000 2020,0.1,1,covid19 mask selfie photography
Thu Jun 11 16:48:24 +0000 2020,0.162,1,DelhiHighCourt delhihc delhi covid19
Thu Jun 11 16:29:49 +0000 2020,0.5,1,blacklivesmatter wipdowntown happytobebackhere happyhairday killingthesanitarygame COVID downtownindy loveindy
Thu Jun 11 16:40:13 +0000 2020,0.083333333,1,nan
Thu Jun 11 16:28:32 +0000 2020,0.5,1,kids kid inidankids icecream americankids challenge fooodyforever foodelhi ilovehungrybirds kidsactivities kidssports frankfurness funnychallenge coronavirus
Thu Jun 11 18:18:18 +0000 2020,0.206349206,1,nan
Thu Jun 11 18:23:39 +0000 2020,0,0,nan
Thu Jun 11 18:13:59 +0000 2020,0.25,1,nan
Thu Jun 11 17:59:20 +0000 2020,0,0,work travel covid19 ipl match nightout colaba marindrive selfies mumbai 360degrees
Thu Jun 11 17:17:10 +0000 2020,0.616666667,1,nan
Thu Jun 11 18:43:35 +0000 2020,-0.125,-1,Savelivefirst
Thu Jun 11 18:15:29 +0000 2020,0,0,nan
Thu Jun 11 18:17:08 +0000 2020,0.5,1,nan
Thu Jun 11 19:12:35 +0000 2020,-0.055555556,-1,apexphotosafaris safari india asia canonindia
Thu Jun 11 19:17:50 +0000 2020,-0.055555556,-1,nan
Thu Jun 11 19:38:48 +0000 2020,0,0,nan
Fri Jun 12 01:26:05 +0000 2020,0.631818182,1,nan
Fri Jun 12 00:49:14 +0000 2020,0.5,1,nan
Fri Jun 12 01:33:29 +0000 2020,-0.29,-1,CORONA JOLLYUNCLE CORONA coronavirusmeme coronacomedy funnycorona coronaextra covid19 chienesevirus
Fri Jun 12 02:25:04 +0000 2020,0.4,1,nan
Fri Jun 12 02:25:04 +0000 2020,0.25,1,nan
Fri Jun 12 01:26:05 +0000 2020,0.1375,1,nan
Fri Jun 12 04:15:49 +0000 2020,0,0,nan
Fri Jun 12 04:31:49 +0000 2020,0.016666667,1,nan
Fri Jun 12 03:05:11 +0000 2020,0.4,1,Repost
Fri Jun 12 04:07:11 +0000 2020,0.25,1,Nature Life Environment Water Tubewell Flow village mangogarden Lockdown MemonSadaat Memon Home Peace Hukkah Magic Covid19 chill
Fri Jun 12 06:33:58 +0000 2020,0.625,1,redzone redalert NarsapurUpdates coronaAlert COVID19 APFightsCorona AP24x7
Fri Jun 12 07:54:38 +0000 2020,0.4,1,nan
Fri Jun 12 06:55:37 +0000 2020,0.4,1,nan
Fri Jun 12 05:50:35 +0000 2020,0,0,nan
Fri Jun 12 05:28:31 +0000 2020,0,0,nan
Fri Jun 12 07:38:33 +0000 2020,0.1,1,nan
Fri Jun 12 07:55:49 +0000 2020,0,0,EATRAJA
Fri Jun 12 07:59:03 +0000 2020,0,0,waiting auto yellow green life struggle dailylife money hope belive hunger covid19 nakraconda photooftheday lovetoshoot mobilephotography a70s
Fri Jun 12 05:45:10 +0000 2020,0.151515152,1,nan
Fri Jun 12 06:35:13 +0000 2020,-0.3,-1,sirifort sirifortauditorium badminton
Fri Jun 12 05:53:23 +0000 2020,0.095454545,1,mask cottonmask fabricmasks dos safetytips preventionisbetterthancure indiafightscorona covid19 sanitisation sanitiser kidswear menswear girlswear indianethnicwear familystore
Fri Jun 12 07:46:46 +0000 2020,0.4,1,KashishChibaarSharma ShivoHum paagalman MadHatter BohoQuigrungegodddess lockdown covid19 healing inwardjourney
Fri Jun 12 09:33:19 +0000 2020,0.186147186,1,SupremeCourt COVID
Fri Jun 12 09:17:52 +0000 2020,1,1,nan
Fri Jun 12 09:03:46 +0000 2020,0.35,1,nan
Fri Jun 12 10:04:09 +0000 2020,-0.2,-1,COVID19 Telangana
Fri Jun 12 10:16:39 +0000 2020,0.007954545,1,ThrowBack SocialDistancing Fitness Happiness CoronaVirus Gurgaon CFLP CrossFitLifePerformance WeWillBeBack
Fri Jun 12 08:54:51 +0000 2020,-0.008333333,-1,annyarun goproman insearchofunknownlands ktm390adventure
Fri Jun 12 10:13:58 +0000 2020,1,1,covid19 besafe washurhands livehealthy healthylife coronavirus healthylifestyle arogyasetuapp
Fri Jun 12 11:13:57 +0000 2020,0,0,nan
Fri Jun 12 11:27:02 +0000 2020,0.264242424,1,Selfie Mask Job Month CoronaVirus
Fri Jun 12 11:29:06 +0000 2020,0,0,Selfie Mask Job Month Lockdown CoronaVirus
Fri Jun 12 12:18:48 +0000 2020,0.148888889,1,covid19
Fri Jun 12 11:05:31 +0000 2020,-0.1125,-1,Covid19
Fri Jun 12 11:31:35 +0000 2020,-0.045833333,-1,IronMan Selfie Mask Job Month Lockdown Mask Glove CoronaVirus
Fri Jun 12 12:40:20 +0000 2020,0.2,1,nan
Fri Jun 12 12:41:39 +0000 2020,0,0,coronavirus hope bepositive
Fri Jun 12 13:50:59 +0000 2020,0.45,1,vadodara
Fri Jun 12 13:40:45 +0000 2020,0.193181818,1,NCLT
Fri Jun 12 13:14:10 +0000 2020,-0.15,-1,nan
Fri Jun 12 12:52:09 +0000 2020,0,0,nan
Fri Jun 12 14:04:03 +0000 2020,0.136363636,1,ChandniTravelledTo Agra Taj HelloFrom ASI monument WorldHeritageSite TajMahal incredibleindia
Fri Jun 12 12:59:34 +0000 2020,-0.1,-1,covid19
Fri Jun 12 15:25:38 +0000 2020,0,0,AT7 covid19 friends family memory may2019 oldbutsexy brothers brothersforlife
Fri Jun 12 15:13:57 +0000 2020,0.171428571,1,nan
Fri Jun 12 16:07:33 +0000 2020,0.069444444,1,nan
Fri Jun 12 15:28:22 +0000 2020,0,0,nan
Fri Jun 12 16:31:56 +0000 2020,0,0,nan
Fri Jun 12 17:02:51 +0000 2020,0,0,gaya gaya notallowed coronavirus
Fri Jun 12 17:08:59 +0000 2020,0.252777778,1,StayHomeSaveLives
Fri Jun 12 17:39:17 +0000 2020,0,0,nan
Fri Jun 12 20:12:52 +0000 2020,0.162760417,1,Home togetherwecan migrantworkers Labours Indian covid19 pandemic CoronaVirus
Fri Jun 12 22:59:34 +0000 2020,0.136363636,1,shivlaserworks lasermarking laser touchkey viral foryoupage foryou india saftyfirst
Fri Jun 12 22:49:44 +0000 2020,0.575,1,nan
Fri Jun 12 22:34:54 +0000 2020,0.2,1,coronavirus fuckhumanity
Sat Jun 13 00:54:41 +0000 2020,0.044047619,1,nan
Sat Jun 13 03:04:46 +0000 2020,0,0,siyaleesarees fashionblogger fashionista saree coronavirus couplegoals style latestnews indiafightscorona charlesswindall
Sat Jun 13 03:24:08 +0000 2020,-0.125,-1,nan
Sat Jun 13 03:46:20 +0000 2020,0,0,shoppingday kidswear menswear girlswear indianethnic weareopentoday 10am 8pm facemask mask kidsmasks purecotton sanitiser indiafightscorona covid19 socialdistancing
Sat Jun 13 02:43:07 +0000 2020,0,0,nan
Sat Jun 13 08:05:20 +0000 2020,-0.5,-1,nan
Sat Jun 13 06:37:48 +0000 2020,0,0,nan
Sat Jun 13 05:43:45 +0000 2020,0.033333333,1,quarantinelife quarantinestories mask socialdistancing shopping corona covid19 staysafe stayhealthy
Sat Jun 13 08:10:13 +0000 2020,0.5,1,lolathecat lockdown5 covidtimes covid19 catholic
Sat Jun 13 06:37:48 +0000 2020,0.408333333,1,nan
Sat Jun 13 06:18:49 +0000 2020,0.136363636,1,sisters sisterlove lockdown covid19 coronavirus tbt comedy funny funnyvideos memes selfobsessed selfcare
Sat Jun 13 06:58:56 +0000 2020,0.442424242,1,covid19 JNU alumni webinar research event
Sat Jun 13 11:03:04 +0000 2020,0,0,nan
Sat Jun 13 09:17:18 +0000 2020,-0.2,-1,newlife corona
Sat Jun 13 10:31:52 +0000 2020,0,0,Delhi covid19 alert
Sat Jun 13 09:29:26 +0000 2020,0,0,ready models orderonline Grab experience
Sat Jun 13 10:16:27 +0000 2020,0,0,ShahidAfridi Thepeopleofvadodara TPOV
Sat Jun 13 09:14:30 +0000 2020,-0.210416667,-1,Fruitandveggieproclean FruitandVegwash
Sat Jun 13 09:43:40 +0000 2020,0.4125,1,help animal feedstrays nature art dog cat pet living happy blessed art save bird artist doctors pandemic warrior love
Sat Jun 13 12:02:32 +0000 2020,0.227272727,1,covid19 StayHomeSaveLives
Sat Jun 13 12:30:37 +0000 2020,0,0,weekend travel weekendvibes quarantine
Sat Jun 13 12:06:03 +0000 2020,0.136363636,1,nan
Sat Jun 13 14:46:19 +0000 2020,0.353571429,1,LifelineLaboratory RoutineTest HealthCheckup HealthyLife OlderPeople HealthyHeart FullBodyCheckup WorkFromHome Tips COVIDTest Coronavirus
Sat Jun 13 14:15:49 +0000 2020,0.1,1,Phagwara Covid19 ChannelPunjab ChannelPunjabUK
Sat Jun 13 17:40:47 +0000 2020,0.333333333,1,nan
Sat Jun 13 18:08:47 +0000 2020,-0.125,-1,nan
Sat Jun 13 20:43:06 +0000 2020,0.640625,1,indiandoctors doctors celebratedoctors doctorsworldwide DrEEE likeforlike followforfollowback follower lungstransplant COVID19 coronavirus viruses bacteria
Sat Jun 13 19:51:47 +0000 2020,0,0,nan
Sat Jun 13 19:56:26 +0000 2020,0.25,1,anxietyawareness anxietysupport anxietyproblems anxietyattack mentalhealthindia mentalhealth invisibledisability invisibleillness invisibleillnessawareness covid19
Sat Jun 13 21:17:48 +0000 2020,0.178571429,1,panda motivation motivationalquotes motivational inspiration inspire inspirationalquotes pandastyle pandemia pandemic smiles smile kindness work beauty
Sun Jun 14 00:44:00 +0000 2020,0,0,ecology vaccine covid corona virus immunity climatechange cdc who whoinventedcorona natureisonlyteacher forest
Sun Jun 14 03:24:45 +0000 2020,-0.37,-1,help animal feedstrays nature art dog cat pet living happy blessed art save bird artist doctors pandemic warrior love
Sun Jun 14 06:26:45 +0000 2020,0.310416667,1,COVID19 supportsmallbusiness vocalforlocal besafe Hire Luxury TempoTraveller VolvoBus Comfortable Lucknow oroutstation
Sun Jun 14 04:06:43 +0000 2020,0.1875,1,cricket cricketindia cricket cricketnews cricketlove pandemic pandemic2020 pandemiclife covid19
Sun Jun 14 07:16:03 +0000 2020,0,0,coronavirus
Sun Jun 14 05:55:08 +0000 2020,0.068181818,1,preventionisbetterthancure mask sanitizer soap socialdistancing temperaturerising selfquarantine localhealthcare followrules indiafightscorona covid19 facemask kidsmasks
Sun Jun 14 05:38:24 +0000 2020,0,0,nan
Sun Jun 14 04:07:28 +0000 2020,-0.025,-1,CoronaOutbreak CoronaVirusUpdates CoronavirusPandemic india covid19
Sun Jun 14 05:48:13 +0000 2020,-0.01,-1,nan
Sun Jun 14 08:22:37 +0000 2020,0.4,1,ayurveda medicine fightcovid19 coronavirus socialdistancing socialmedia bapsmumbai bapsmedia bapsswaminarayanmandir pramukhraj pramukhswamimaharaj mahantswamimaharaj bapsusa bapsuk
Sun Jun 14 09:11:54 +0000 2020,0.55,1,nan
Sun Jun 14 08:02:32 +0000 2020,0.16,1,humanity humanitylost
Sun Jun 14 11:13:30 +0000 2020,0.7,1,shoptosavelives
Sun Jun 14 11:15:58 +0000 2020,0.238636364,1,sushantsinghrajput covid19
Sun Jun 14 12:13:09 +0000 2020,-0.0125,-1,IndiaFightsCorona HelpUsToHelpYou StayHomeStaySafe TogetherForIndia Vadodara Thepeopleofvadodara Tpov Coronaupdate CoronaSafety CoronavirusOutbreakindia
Sun Jun 14 11:23:48 +0000 2020,0.05,1,peace loveyourself positivity unityindiversity art pictureoftheday staysafe thegulftoday
Sun Jun 14 13:36:29 +0000 2020,0.433333333,1,sushantsinghrajput depression covid19
Sun Jun 14 13:11:34 +0000 2020,0.212121212,1,nan
Sun Jun 14 13:28:55 +0000 2020,0.171428571,1,panda pandemia pandemic pandemic2020 love loss struggle talk getoutside get help loves loveyourself loveyou
Sun Jun 14 15:19:13 +0000 2020,0.136363636,1,funny mumbai mumbaimerijaan salon lockdown2020 notessential lockdown india covid19
Sun Jun 14 16:06:58 +0000 2020,0,0,nan
Sun Jun 14 15:34:34 +0000 2020,0.136363636,1,nan
Sun Jun 14 18:24:41 +0000 2020,0.409090909,1,nan
Sun Jun 14 19:49:27 +0000 2020,0,0,pandemic vegplatter veg paneertikka vegchop foodpics foodinfluencer foodlove foodinstagram fooddelicious
Sun Jun 14 19:58:49 +0000 2020,0,0,covid19 stayhome staysafe Indiancrossminton CrossmintonIndia crossminton CrossmintonIsLife
Sun Jun 14 18:52:08 +0000 2020,0,0,coronavid19 coronavirus amphancyclone nisargacyclone earthquake RIP sushantsinghrajput irrfankhan rishikapoor wajidkhan
Sun Jun 14 21:23:06 +0000 2020,0.3,1,warriorgrit camplife
Mon Jun 15 02:06:53 +0000 2020,-0.1,-1,gurumountkailash spiritualguidance guidance self mind covid19 health
Mon Jun 15 02:49:35 +0000 2020,0.675,1,nan
Mon Jun 15 02:35:06 +0000 2020,0.136363636,1,nan
Mon Jun 15 03:59:52 +0000 2020,0.404545455,1,nan
Mon Jun 15 05:50:25 +0000 2020,0,0,nan
Mon Jun 15 04:49:37 +0000 2020,0.16,1,nan
Mon Jun 15 03:35:05 +0000 2020,0,0,freedom delhigurgaon dilli covid19 trappedinthecloset freedom butterfly nature shotononeplus oneplus7 june love photogrpahy newthings letsgo
Mon Jun 15 07:02:14 +0000 2020,0,0,hotdogs mumbai pune expressway lockdown economy food business depression jobloss shutdown dontworry willgetback
Mon Jun 15 06:59:09 +0000 2020,0,0,noteasy forchildren comfort emotionalcomfort security express feelings talktothem helpthem indiafightscorona covid19 socialdistancing mask facemask sanitiser
Mon Jun 15 07:53:29 +0000 2020,-0.4,-1,powerofpositivity lockdown love rainclouds rain rainyday sweethome peace
Mon Jun 15 06:22:14 +0000 2020,0.020833333,1,nan
Mon Jun 15 06:31:30 +0000 2020,0.066666667,1,covid19 StayHomeSaveLives covid19
Mon Jun 15 06:32:49 +0000 2020,0.1,1,help animal feedstrays nature art dog cat pet living happy blessed art save bird artist doctors pandemic warrior love
Mon Jun 15 08:35:32 +0000 2020,0,0,nan
Mon Jun 15 08:51:15 +0000 2020,-0.125,-1,nan
Mon Jun 15 09:01:30 +0000 2020,0.357575758,1,nan
Mon Jun 15 08:46:32 +0000 2020,0.08,1,behtihawasathawoh missyou sushantsinghrajput sushantsinghrajputfan depressionawareness depressionsupport depressionhelp depression lockdown Bollywood
Mon Jun 15 09:25:13 +0000 2020,0.7,1,nan
Mon Jun 15 08:45:54 +0000 2020,0,0,createathome COVID19 CORONA homequarantine day95 lockdown2020 plants
Mon Jun 15 11:04:04 +0000 2020,0.1375,1,nan
Mon Jun 15 09:42:52 +0000 2020,0,0,nan
Mon Jun 15 09:40:14 +0000 2020,0.1,1,nan
Mon Jun 15 10:36:25 +0000 2020,0.325,1,mentalhealth
Mon Jun 15 11:41:49 +0000 2020,0.577777778,1,covid19 litigation
Mon Jun 15 11:04:04 +0000 2020,-0.133333333,-1,nan
Mon Jun 15 11:04:05 +0000 2020,-0.3125,-1,nan
Mon Jun 15 11:51:39 +0000 2020,0.178571429,1,nan
Mon Jun 15 12:06:51 +0000 2020,0.15,1,omiphotoworks balagraphy indiapictures patterns snapthat hopeful streetsofchennai natgeoyourshot sunset
Mon Jun 15 12:15:18 +0000 2020,0.3,1,tamilnadu
Mon Jun 15 13:03:46 +0000 2020,0,0,treks safety socialdistancing trek
Mon Jun 15 12:43:48 +0000 2020,-0.121212121,-1,NewNormal WorkFromHome
Mon Jun 15 12:40:49 +0000 2020,0.025,1,nan
Mon Jun 15 12:44:44 +0000 2020,0,0,StayHomeSaveLives StayHomeStaySafe CoronaUpdates
Mon Jun 15 15:07:16 +0000 2020,0.222222222,1,coronaVirus
Mon Jun 15 14:23:32 +0000 2020,-0.05,-1,covid19 abhijithkrisshofficial DK
Mon Jun 15 14:50:35 +0000 2020,0,0,nan
Mon Jun 15 14:15:21 +0000 2020,0.1,1,happybirthday happy birthday birthdayparty office mentors photooftheday picoftheday
Mon Jun 15 15:54:17 +0000 2020,-0.019480519,-1,nan
Mon Jun 15 17:21:57 +0000 2020,0,0,nan
Mon Jun 15 17:24:28 +0000 2020,0.34375,1,covid19 uncertainity
Mon Jun 15 17:28:44 +0000 2020,0.033333333,1,covid19 uncertainity
Mon Jun 15 17:23:19 +0000 2020,0.25,1,covid19 uncertainity
Mon Jun 15 16:57:31 +0000 2020,0,0,covid19 uncertainity
Mon Jun 15 17:00:10 +0000 2020,0,0,covid19 uncertainity
Mon Jun 15 16:59:09 +0000 2020,0.136363636,1,covid19 uncertainity
Mon Jun 15 17:21:32 +0000 2020,0,0,covid19 uncertainity
Mon Jun 15 17:17:25 +0000 2020,0,0,covid19 uncertainity
Mon Jun 15 17:20:32 +0000 2020,0.7,1,covid19 uncertainity
Mon Jun 15 17:03:15 +0000 2020,0.083333333,1,covid19 uncertainity
Mon Jun 15 17:18:09 +0000 2020,-0.6375,-1,covid19 uncertainity
Mon Jun 15 16:54:16 +0000 2020,0.6,1,lockdown
Mon Jun 15 17:05:15 +0000 2020,0.4,1,covid19 uncertainity
Mon Jun 15 17:56:59 +0000 2020,0,0,Nagpur covid19 totalof
Mon Jun 15 17:41:12 +0000 2020,0.177272727,1,weddingphoto weddingwire weddingplanner weddingplaner weddingsutra weddingphotograph weddingvows weddingplannerdubai weddingwireindia weddingplanneraustria
Mon Jun 15 18:40:27 +0000 2020,-0.05,-1,antivirus anticorona antiviral immunity healthylifestyle healthy healthy family
Mon Jun 15 18:38:00 +0000 2020,0,0,antivirus anticorona antiviral immunity healthylifestyle healthy healthy family
Mon Jun 15 19:33:54 +0000 2020,0.8,1,nan
Mon Jun 15 19:10:32 +0000 2020,0,0,outside outandabout hike hikeindiana hiking hikingadventures Indiana coronahikingchronicles corona quarantwinnies stateparks coronahikingchronicles family joshuarlawfoto HighAbove
Mon Jun 15 19:47:45 +0000 2020,0.225,1,panda pandastyle pandemic pandemia pandalovers pandemic2020 pandapandapanda be happy spreadlove and happiness joy
Mon Jun 15 21:31:42 +0000 2020,0.345833333,1,IAmNMFC MakeItCount throwback SocialDistancing FootballDelhi TopScorer League hardwork
Tue Jun 16 00:32:02 +0000 2020,0.271590909,1,nan
Tue Jun 16 00:32:02 +0000 2020,0.5,1,nan
Tue Jun 16 00:51:45 +0000 2020,0.458333333,1,nan
Tue Jun 16 02:00:52 +0000 2020,0.1,1,healthylifestyle herbalifeclub herbaliferesult herbalifenutrition herbalife herbalifenutrition workout workfromhome wellness workoutmotivation wellnessjourney
Tue Jun 16 01:31:31 +0000 2020,0,0,nan
Tue Jun 16 01:31:31 +0000 2020,0,0,nan
Tue Jun 16 03:33:52 +0000 2020,0.416666667,1,nan
Tue Jun 16 02:46:09 +0000 2020,0.045454545,1,nan
Tue Jun 16 04:17:05 +0000 2020,0.075,1,MountAbu Helicopter IAF
Tue Jun 16 04:31:23 +0000 2020,0.366666667,1,hariomchasmaghar optician
Tue Jun 16 05:01:59 +0000 2020,0,0,nan
Tue Jun 16 05:31:21 +0000 2020,0.166666667,1,covid19 preventivemeasures StayHomeSaveLives StayHomeStaySafe
Tue Jun 16 06:06:49 +0000 2020,0,0,nan
Tue Jun 16 05:00:29 +0000 2020,0.411111111,1,antivirus anticorona antiviral immunity healthylifestyle healthy healthy family
Tue Jun 16 04:58:25 +0000 2020,0.625,1,nan
Tue Jun 16 05:04:02 +0000 2020,0.225,1,help animal feedstrays nature art dog cat pet living happy blessed art save bird artist doctors pandemic warrior love
Tue Jun 16 05:57:57 +0000 2020,-0.030555556,-1,soyouknow beaware covid19 herewegoagain socialdistancing wearamask washyourhand beready
Tue Jun 16 07:57:37 +0000 2020,0,0,nan
Tue Jun 16 07:54:15 +0000 2020,-0.5,-1,memoriesforlife love lockdown indianblogger follow4followback followers followtrain following followforfollowback followbackinstantly followlikes
Tue Jun 16 06:47:21 +0000 2020,0,0,nan
Tue Jun 16 06:31:01 +0000 2020,0.55,1,nan
Tue Jun 16 07:38:26 +0000 2020,0.136363636,1,nan
Tue Jun 16 09:07:09 +0000 2020,0.3125,1,lockdown
Tue Jun 16 09:17:37 +0000 2020,0.012121212,1,weddingphoto weddingwire weddingplanner weddingplaner weddingsutra weddingphotograph weddingvows weddingplannerdubai weddingwireindia
Tue Jun 16 09:26:07 +0000 2020,0.2,1,clouds cloudphotography indiaclicks lockdown lockdown2020 natgeo
Tue Jun 16 08:18:12 +0000 2020,0,0,nan
Tue Jun 16 08:23:46 +0000 2020,0,0,webinar webinarseries aits udaipur rajasthan online training internships zoom zoommeeting googlemeet webex webexmeeting
Tue Jun 16 11:02:02 +0000 2020,0.246875,1,nan
Tue Jun 16 10:12:23 +0000 2020,0,0,nan
Tue Jun 16 11:49:56 +0000 2020,0.378787879,1,nan
Tue Jun 16 12:16:02 +0000 2020,0.275,1,nan
Tue Jun 16 11:47:44 +0000 2020,0.333333333,1,nan
Tue Jun 16 12:43:42 +0000 2020,0.25,1,StayHomeSaveLives StayHomeStaySafe CoronaUpdates voiceofladakh
Tue Jun 16 12:28:50 +0000 2020,0.2,1,IndiaFightsCorona HelpUsToHelpYou StayHomeStaySafe TogetherForIndia Vadodara Thepeopleofvadodara Tpov Coronaupdate CoronaSafety CoronavirusOutbreakindia
Tue Jun 16 13:51:36 +0000 2020,0,0,nature naturephotography bird birdsofinstagram lockdown lockdown2020 indiaclicks natgeoyourshot
Tue Jun 16 14:47:07 +0000 2020,-0.075,-1,nan
Tue Jun 16 14:19:12 +0000 2020,0.333333333,1,nan
Tue Jun 16 15:29:15 +0000 2020,0.2,1,night nightphotography lowlightphotography lockdown lockdown2020 indiaclicks natgeoyourshot nature
Tue Jun 16 17:23:58 +0000 2020,0.4,1,nan
Tue Jun 16 16:51:40 +0000 2020,-0.005555556,-1,simmisakhuja simmisakhujaworkouts desipunjabisimmi workoutathome fitnesstips fitrahokhushraho covid19 workfromhome fyp foryoupage gharbaithoindia
Tue Jun 16 17:32:54 +0000 2020,-0.025,-1,sgstudiosx Mahavirenclave salon beauty
Tue Jun 16 17:26:50 +0000 2020,1,1,Covid19 CoronaUpdatesInIndia WarAgainstVirus IndiaFightsCoronavirus
Tue Jun 16 17:19:53 +0000 2020,0,0,nan
Tue Jun 16 17:27:39 +0000 2020,0.6,1,lockdown Covid19 IndiaFightCorona mask onduty
Tue Jun 16 18:03:41 +0000 2020,0.425,1,pixel2xl teampixel karthikabhiram
Tue Jun 16 18:55:40 +0000 2020,0.375,1,socialdistancing loveindiana indy mansbestfriend killingtime readytoworkagain
Tue Jun 16 18:00:33 +0000 2020,-0.043434343,-1,nan
Tue Jun 16 19:43:39 +0000 2020,0.25,1,nan
Tue Jun 16 20:22:36 +0000 2020,0,0,nan
Wed Jun 17 00:31:14 +0000 2020,0.29375,1,nan
Wed Jun 17 00:35:18 +0000 2020,0.45,1,nan
Wed Jun 17 02:17:32 +0000 2020,0.5,1,nan
Wed Jun 17 01:30:24 +0000 2020,0.265,1,nan
Wed Jun 17 02:07:14 +0000 2020,0,0,gurumountkailash spiritualguidance guidance self covid
Wed Jun 17 01:04:51 +0000 2020,0.136363636,1,Triage OccupationalHealth
Wed Jun 17 03:17:03 +0000 2020,-0.0625,-1,nan
Wed Jun 17 04:05:07 +0000 2020,0.136363636,1,servingmankind
Wed Jun 17 04:06:20 +0000 2020,0.62,1,nan
Wed Jun 17 03:01:20 +0000 2020,0.029166667,1,RsoBaby lockdown quarantine artist Kashmir
Wed Jun 17 03:52:49 +0000 2020,0,0,travel memoriesofindia pushkarvibes
Wed Jun 17 04:20:24 +0000 2020,0,0,love loveyourself love stayhome staysafe in covid19 lockdown2020 to unlock
Wed Jun 17 04:18:03 +0000 2020,0.164772727,1,cat catlife pet adorable cute cutest cutestcat love quarantine june june2020
Wed Jun 17 04:05:59 +0000 2020,-0.054166667,-1,COVID19 IKEA IKEAIndia WFH Talent COVID19 RemoteWorking ManagementConsulting ProfessionalServices Big4 Hyderabad Telangana
Wed Jun 17 03:17:02 +0000 2020,0.43828125,1,nan
Wed Jun 17 05:59:33 +0000 2020,0,0,nan
Wed Jun 17 06:06:51 +0000 2020,0,0,Lockdown StayHome StaySafe StayPositive StayHappy
Wed Jun 17 05:13:43 +0000 2020,0.2,1,StayHomeStaySafe staysafe coronaAlert COVID19 Narsapuram NarsapurUpdates APFightsCorona
Wed Jun 17 05:21:16 +0000 2020,0,0,help animal feedstrays nature art dog cat pet living happy blessed art save bird artist doctors pandemic warrior love
Wed Jun 17 05:48:56 +0000 2020,0.083333333,1,nan
Wed Jun 17 05:59:18 +0000 2020,0.283333333,1,LifelineLaboratory RoutineTest HealthCheckup HealthyLife OlderPeople HealthyHeart FullBodyCheckup WorkFromHome Tips COVIDTest Coronavirus COVID19
Wed Jun 17 05:21:01 +0000 2020,0,0,nan
Wed Jun 17 07:16:14 +0000 2020,0.25,1,workfromhome parttimeincome extraincomeopportunity
Wed Jun 17 07:43:45 +0000 2020,-0.0625,-1,SupremeCourt
Wed Jun 17 08:44:55 +0000 2020,0.5,1,nan
Wed Jun 17 09:22:33 +0000 2020,0.359375,1,Followus forMore JustHelpinghands SQL Agile testing
Wed Jun 17 09:35:17 +0000 2020,0.575,1,Yoddha Admissions Contact yoddha akshay worli
Wed Jun 17 09:27:03 +0000 2020,-0.175,-1,N95 n95facemask ffp2 ffp2mask mask masks facemask
Wed Jun 17 11:09:17 +0000 2020,0.008522727,1,lockdown dhnmedia dhnnews dhnrider photographyeveryday slrcanon slrshot kodak filmcamera igshutterbugs
Wed Jun 17 11:10:05 +0000 2020,0.9765625,1,lockdown dhnmedia dhnnews dhnrider photographyeveryday slrcanon slrshot kodak filmcamera igshutterbugs
Wed Jun 17 11:12:21 +0000 2020,0.483333333,1,lockdown dhnmedia dhnnews dhnrider photographyeveryday slrcanon slrshot kodak filmcamera igshutterbugs
Wed Jun 17 10:11:24 +0000 2020,0.1875,1,SupremeCourt PMCARES COVID
Wed Jun 17 11:10:34 +0000 2020,0,0,lockdown dhnmedia dhnnews dhnrider photographyeveryday slrcanon slrshot kodak filmcamera igshutterbugs
Wed Jun 17 10:20:42 +0000 2020,0,0,nan
Wed Jun 17 11:03:34 +0000 2020,-0.05,-1,nan
Wed Jun 17 11:11:50 +0000 2020,0.25,1,lockdown dhnmedia dhnnews dhnrider photographyeveryday slrcanon slrshot kodak filmcamera igshutterbugs
Wed Jun 17 11:03:33 +0000 2020,0,0,nan
Wed Jun 17 11:54:12 +0000 2020,0.451388889,1,nan
Wed Jun 17 11:56:32 +0000 2020,1,1,nan
Wed Jun 17 12:12:17 +0000 2020,0,0,nan
Wed Jun 17 12:20:15 +0000 2020,-0.055555556,-1,covid19 StayHomeSaveLives StayHomeStaySafe
Wed Jun 17 12:41:18 +0000 2020,0.1,1,nan
Wed Jun 17 12:28:52 +0000 2020,0,0,nan
